CustomerID,Gender,Age,Location,Annual_Income,Spending_Score,Purchase_Frequency,Avg_Order_Value,Recency,Loyalty_Status
C0460,Male,31,Mumbai,101871,56,6,235,82,Bronze
C0461,Female,43,Pune,48602,36,11,245,51,Silver
C0462,Male,44,Hyderabad,73331,84,5,489,47,Gold
C0463,Female,26,Chennai,68901,68,1,150,4,Platinum
C0464,Male,43,Bengaluru,119986,7,8,95,7,Bronze
C0465,Female,39,Delhi,83416,54,3,495,35,Gold
C0466,Male,47,Pune,52196,1,6,305,48,Silver
C0467,Female,34,Delhi,25626,44,3,493,73,Silver
C0468,Male,43,Bengaluru,27424,45,7,296,72,Bronze
C0469,Male,53,Pune,32857,47,7,175,45,Platinum
C0470,Female,18,Pune,39982,13,12,267,81,Bronze
C0471,Male,25,Chennai,96961,22,9,237,81,Silver
C0472,Female,52,Chennai,21980,21,5,209,72,Bronze
C0473,Male,32,Hyderabad,68290,86,8,436,19,Platinum
C0474,Female,39,Hyderabad,46431,92,10,488,63,Gold
C0475,Male,31,Kolkata,104976,9,10,182,38,Gold
C0476,Female,43,Kolkata,102711,26,8,199,67,Bronze
C0477,Male,45,Mumbai,46385,9,1,53,59,Gold
C0478,Female,40,Delhi,58158,15,12,60,69,Silver
C0479,Male,31,Hyderabad,43019,10,5,326,13,Gold
C0480,Female,41,Chennai,38639,88,3,450,47,Platinum
C0481,Female,19,Bengaluru,105530,42,1,357,61,Bronze
C0482,Female,43,Chennai,119911,72,4,333,31,Gold
C0483,Male,31,Delhi,41563,24,8,94,80,Bronze
C0484,Female,24,Kolkata,59341,80,3,460,22,Silver
C0485,Male,20,Chennai,25776,49,10,298,86,Bronze
C0486,Female,40,Mumbai,56444,26,2,195,43,Silver
C0487,Male,35,Delhi,88916,91,11,403,67,Silver
C0488,Female,55,Kolkata,28711,37,9,169,54,Gold
C0489,Male,52,Bengaluru,94318,68,10,292,10,Silver
C0490,Male,32,Kolkata,102970,50,5,344,42,Gold
C0491,Female,42,Pune,105553,24,7,127,64,Silver
C0492,Male,54,Mumbai,50707,19,11,158,21,Bronze
C0493,Male,45,Delhi,59110,100,11,369,80,Gold
C0494,Female,27,Bengaluru,81788,60,2,290,76,Bronze
C0495,Male,56,Mumbai,102879,39,9,366,66,Silver
C0496,Male,34,Kolkata,58827,74,9,438,41,Gold
C0497,Male,56,Mumbai,25655,89,4,308,24,Silver
C0498,Female,39,Delhi,64859,18,4,231,35,Bronze
C0499,Male,43,Hyderabad,73625,19,6,400,56,Silver
C0500,Female,42,Mumbai,72098,36,10,291,30,Platinum
